names,lat,lon,geometry
Assetz Marq Phase 2 bangalore,13.0244172,77.76198749999999,POINT (77.76198749999999 13.0244172)
Surbacon Aspen bangalore,13.0861508,77.62403549999999,POINT (77.62403549999999 13.0861508)
Artha Emprasa Startup City bangalore,13.119653,77.802262,POINT (77.802262 13.119653)
M1 Terra Alegria bangalore,13.1042593,77.77487239999999,POINT (77.77487239999999 13.1042593)
Banashree Arka Forest View bangalore,12.7425352,77.6683509,POINT (77.66835089999999 12.7425352)
Godrej Aqua bangalore,13.1461447,77.6376119,POINT (77.6376119 13.1461447)
SLV Central park bangalore,13.0371494,77.7517183,POINT (77.75171829999999 13.0371494)
Sobha Palm Court bangalore,13.1041146,77.60629639999999,POINT (77.60629639999999 13.1041146)
MJR Clique Hercules bangalore,12.8297958,77.6660848,POINT (77.66608479999999 12.8297958)
Klassik Landmark bangalore,12.8956917,77.6775754,POINT (77.67757539999999 12.8956917)
Subhams Antique City bangalore,13.0468846,77.7523614,POINT (77.7523614 13.0468846)
Kritan Iris bangalore,12.8361701,77.6966127,POINT (77.6966127 12.8361701)
Vaishno Solitaire bangalore,13.011668,77.6712713,POINT (77.6712713 13.011668)
Purva Whitehall bangalore,12.9170738,77.6722151,POINT (77.6722151 12.9170738)
Countryside Raindance bangalore,12.832239,77.6595798,POINT (77.6595798 12.832239)
Meda Eternity bangalore,13.0289204,77.7079727,POINT (77.7079727 13.0289204)
Shriram Blue bangalore,13.0166354,77.7281167,POINT (77.7281167 13.0166354)
Aakruti Amity  bangalore,12.8340825,77.6950016,POINT (77.6950016 12.8340825)
Shriram Blue bangalore,13.0166354,77.7281167,POINT (77.7281167 13.0166354)
Adonis Plots bangalore,13.2320575,77.7402329,POINT (77.7402329 13.2320575)
Aakruti Amity  bangalore,12.8340825,77.6950016,POINT (77.6950016 12.8340825)
Hilife Greens bangalore,12.9303537,77.7302936,POINT (77.7302936 12.9303537)
Prestige Deja Vu bangalore,12.9957229,77.6079918,POINT (77.60799179999999 12.9957229)
Brigade Parkside East bangalore,12.9026133,77.7018458,POINT (77.7018458 12.9026133)
Sobha City bangalore,13.077151,77.6382007,POINT (77.6382007 13.077151)
SV Spring Woods bangalore,12.8634456,77.53214299999999,POINT (77.53214299999999 12.8634456)
Home Town The Address bangalore,12.9382404,77.6871472,POINT (77.6871472 12.9382404)
HM Crescendo bangalore,12.9886925,77.5941112,POINT (77.5941112 12.9886925)
Supertech Micasa bangalore,13.097949,77.644494,POINT (77.64449399999999 13.097949)
Arvind Oasis bangalore,13.046621,77.50250799999999,POINT (77.50250799999999 13.046621)
Century Central bangalore,12.8917718,77.565457,POINT (77.56545699999999 12.8917718)
Geown Oasis bangalore,12.8826228,77.7831451,POINT (77.7831451 12.8826228)
Shriram Codename Break Free bangalore,12.832357,77.7028035,POINT (77.7028035 12.832357)
Purnima Palmgrove bangalore,12.963659,77.61464869999999,POINT (77.61464869999999 12.963659)
Peninsula Solitaire bangalore,12.8657356,77.8052447,POINT (77.8052447 12.8657356)
Elite Sai Gardens bangalore,13.280901,77.7262083,POINT (77.7262083 13.280901)
Bren Northern Lights bangalore,13.094024,77.60910609999999,POINT (77.60910609999999 13.094024)
Eshwaree Orchids bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Orchid Piccadilly bangalore,13.0862364,77.6326754,POINT (77.6326754 13.0862364)
Confident Sagitta bangalore,12.903687,77.7170089,POINT (77.7170089 12.903687)
VRR Golden Enclave bangalore,12.8236447,77.65299089999999,POINT (77.65299089999999 12.8236447)
Saket Callipolis bangalore,12.9095176,77.68542,POINT (77.68541999999999 12.9095176)
Aditya Palm Grove bangalore,12.9665264,77.6139089,POINT (77.6139089 12.9665264)
Sobha City Santorini bangalore,13.0760867,77.6364212,POINT (77.6364212 13.0760867)
Adarsh Citrine bangalore,12.8954456,77.5884526,POINT (77.5884526 12.8954456)
Prestige Leela Residences bangalore,12.9604699,77.6500106,POINT (77.6500106 12.9604699)
Sruthika Springfields bangalore,13.0776893,77.5385716,POINT (77.5385716 13.0776893)
Assetz Here & Now bangalore,12.9136256,77.6382753,POINT (77.6382753 12.9136256)
SNN Raj Grandeur bangalore,12.9025603,77.6247599,POINT (77.6247599 12.9025603)
Mahaveer Jasper bangalore,12.8827394,77.5861908,POINT (77.5861908 12.8827394)
Prestige Royal Garden 1 bangalore,13.1395085,77.57063950000001,POINT (77.57063950000001 13.1395085)
Essem18 Poetree bangalore,12.9066586,77.6795801,POINT (77.6795801 12.9066586)
SS Vrudhi bangalore,12.8623542,77.52866829999999,POINT (77.52866829999999 12.8623542)
Subha 9 Sky Vue bangalore,12.7595383,77.70263489999999,POINT (77.70263489999999 12.7595383)
Ajmera Lugaano bangalore,13.1097661,77.5587431,POINT (77.5587431 13.1097661)
Umiya Woods Apartment bangalore,12.9752279,77.7452412,POINT (77.7452412 12.9752279)
VSR Rejoice bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
V K Krishna Gardenia bangalore,12.8780046,77.54853229999999,POINT (77.54853229999999 12.8780046)
Peram's Eco City bangalore,13.130345,77.8254697,POINT (77.8254697 13.130345)
SJR Hamilton Homes bangalore,12.8654578,77.6976643,POINT (77.6976643 12.8654578)
GM Infinite Daffodils bangalore,13.0617529,77.50699999999999,POINT (77.50699999999999 13.0617529)
Prestige White Meadows bangalore,12.9751074,77.7527258,POINT (77.75272579999999 12.9751074)
Celebrity Natures Habitat bangalore,12.8161591,77.79282119999999,POINT (77.79282119999999 12.8161591)
Kolte Patil Mirabilis bangalore,13.031804,77.661173,POINT (77.66117300000001 13.031804)
KNS Ojas bangalore,12.947932,77.445078,POINT (77.445078 12.947932)
Provident Park Square Phase I bangalore,12.8636392,77.5406447,POINT (77.5406447 12.8636392)
Keerthi Regalia bangalore,12.9103529,77.6846989,POINT (77.6846989 12.9103529)
ND Magnolia Apartment bangalore,12.9745516,77.76798330000001,POINT (77.76798330000001 12.9745516)
Brigade Atmosphere bangalore,13.2661949,77.7388028,POINT (77.7388028 13.2661949)
Land Capital Primero bangalore,12.905134,77.7048731,POINT (77.7048731 12.905134)
SSVR Iris bangalore,12.9401171,77.7336308,POINT (77.7336308 12.9401171)
Camellia Pride bangalore,12.9334857,77.7485129,POINT (77.74851289999999 12.9334857)
Trinco Nandanavana bangalore,12.9147753,77.6041391,POINT (77.6041391 12.9147753)
North Gardens bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Lotus Petals bangalore,12.8572384,77.59897769999999,POINT (77.59897769999999 12.8572384)
Soni Tranquil bangalore,12.9001488,77.59261409999999,POINT (77.59261409999999 12.9001488)
Taapasi Rosevista bangalore,13.1251357,77.6450215,POINT (77.6450215 13.1251357)
SVR Green Woods bangalore,12.9478872,77.7224729,POINT (77.7224729 12.9478872)
SD Aashrita bangalore,43.9695148,-99.9018131,POINT (-99.9018131 43.9695148)
Sidvin Grace Apartment bangalore,12.960705,77.4971036,POINT (77.4971036 12.960705)
SJR Hamilton Homes bangalore,12.8654578,77.6976643,POINT (77.6976643 12.8654578)
Trinco Nandanavana bangalore,12.9147753,77.6041391,POINT (77.6041391 12.9147753)
North Gardens bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Lotus Petals bangalore,12.8572384,77.59897769999999,POINT (77.59897769999999 12.8572384)
Kolte Patil Mirabilis bangalore,13.031804,77.661173,POINT (77.66117300000001 13.031804)
Prestige Lakeside Habitat bangalore,12.9299576,77.7401083,POINT (77.7401083 12.9299576)
Provident Park Square Phase I bangalore,12.8636392,77.5406447,POINT (77.5406447 12.8636392)
Brigade Atmosphere bangalore,13.2661949,77.7388028,POINT (77.7388028 13.2661949)
Prestige Fontaine Bleau bangalore,12.9757829,77.7417992,POINT (77.7417992 12.9757829)
Vasundra Krishnashreya bangalore,12.9797094,77.49931140000001,POINT (77.49931140000001 12.9797094)
SSVR Iris bangalore,12.9401171,77.7336308,POINT (77.7336308 12.9401171)
Assetz Leaves & Lives bangalore,12.8864479,77.70514709999999,POINT (77.70514709999999 12.8864479)
Soni Tranquil bangalore,12.9001488,77.59261409999999,POINT (77.59261409999999 12.9001488)
SVR Green Woods bangalore,12.9478872,77.7224729,POINT (77.7224729 12.9478872)
Samruddhi Nandana bangalore,13.0021832,77.7276819,POINT (77.72768189999999 13.0021832)
Green City Eutopia bangalore,12.9097565,77.6099162,POINT (77.6099162 12.9097565)
RS Sanchike bangalore,12.9232226,77.4780692,POINT (77.47806919999999 12.9232226)
Brigade Buena Vista Phase II bangalore,13.0639183,77.73973289999999,POINT (77.73973289999999 13.0639183)
Dhruv Paradise bangalore,12.9027777,77.6837666,POINT (77.6837666 12.9027777)
Ahad Euphoria bangalore,12.8964286,77.70806759999999,POINT (77.70806759999999 12.8964286)
Pramuk MM Meridian bangalore,12.93025,77.5751633,POINT (77.5751633 12.93025)
Saideep Hulas bangalore,13.0416462,77.74364489999999,POINT (77.74364489999999 13.0416462)
Adarsh Tranqville bangalore,13.0779618,77.6533609,POINT (77.6533609 13.0779618)
Adithya Tranquil bangalore,13.1207272,77.60800720000002,POINT (77.60800720000002 13.1207272)
Prestige Summer Fields bangalore,12.9231407,77.6967126,POINT (77.6967126 12.9231407)
Mahaveer Carnation bangalore,12.9666845,77.59954599999999,POINT (77.59954599999999 12.9666845)
Sanvi Sankalpam bangalore,12.9697226,77.7713555,POINT (77.7713555 12.9697226)
MBR Suave bangalore,13.0073616,77.7506585,POINT (77.7506585 13.0073616)
The Five Summit Address bangalore,12.985145,77.726751,POINT (77.72675099999999 12.985145)
Brigade Lakefront Blue bangalore,12.9789932,77.7113528,POINT (77.7113528 12.9789932)
Royale Township bangalore,13.087926,77.4458392,POINT (77.44583919999999 13.087926)
Damden Vivo bangalore,12.8001258,77.7830215,POINT (77.7830215 12.8001258)
Shri Balaji Ocean bangalore,12.839761,77.72563219999999,POINT (77.72563219999999 12.839761)
RR Roshan Platinum bangalore,12.8840635,77.60568889999999,POINT (77.60568889999999 12.8840635)
Sekhar Casa Bianca bangalore,12.9387133,77.7162381,POINT (77.7162381 12.9387133)
Concorde Epitome bangalore,12.8378157,77.6940515,POINT (77.6940515 12.8378157)
KR Grand View Heights bangalore,13.0191483,77.672857,POINT (77.67285699999999 13.0191483)
Assetz East Point bangalore,12.9212968,77.69453949999999,POINT (77.69453949999999 12.9212968)
Trillium Apartment bangalore,12.867074,77.69080799999999,POINT (77.69080799999999 12.867074)
Legacy Calista bangalore,13.111337,77.5681996,POINT (77.5681996 13.111337)
Purva Zenium bangalore,13.1460926,77.6389257,POINT (77.6389257 13.1460926)
JRC Palladio bangalore,12.8275997,77.7729567,POINT (77.77295669999999 12.8275997)
Sowparnika Tharangini bangalore,12.8831728,77.7877736,POINT (77.78777359999999 12.8831728)
Expart The Wisdom Tree bangalore,13.0610879,77.63975789999999,POINT (77.63975789999999 13.0610879)
Legacy Saviero bangalore,13.0239094,77.6618851,POINT (77.66188510000001 13.0239094)
Godrej Eternity bangalore,12.8570477,77.5407321,POINT (77.5407321 12.8570477)
Sri Balaji Monarch bangalore,12.9050736,77.704743,POINT (77.70474299999999 12.9050736)
Sumadhura Eden Garden bangalore,13.0283684,77.75069270000002,POINT (77.75069270000002 13.0283684)
Asset Arcadia bangalore,12.8249955,77.7556354,POINT (77.7556354 12.8249955)
Sanjana Supreme bangalore,12.8821041,77.6198368,POINT (77.6198368 12.8821041)
Embassy Edge bangalore,13.2459154,77.7145355,POINT (77.7145355 13.2459154)
Lennar Edifice bangalore,12.9779258,77.7370902,POINT (77.7370902 12.9779258)
MV Vajra Value Plus bangalore,12.879664,77.55231669999999,POINT (77.55231669999999 12.879664)
Sipani Bliss 1 bangalore,12.7808199,77.72399589999999,POINT (77.72399589999999 12.7808199)
V Venture Essence bangalore,12.8921457,77.5902232,POINT (77.5902232 12.8921457)
Sowparnika Indraprastha bangalore,12.9865162,77.822102,POINT (77.822102 12.9865162)
Pavani Divine bangalore,12.9831056,77.7181327,POINT (77.7181327 12.9831056)
Bluejay Atmosphere bangalore,13.026091,77.48132799999999,POINT (77.48132799999999 13.026091)
Vikas Hills View Meadows bangalore,12.896422,77.5299197,POINT (77.52991969999999 12.896422)
Bluejay Atmosphere bangalore,13.026091,77.48132799999999,POINT (77.48132799999999 13.026091)
Pavani Divine bangalore,12.9831056,77.7181327,POINT (77.7181327 12.9831056)
Bhartiya City 2 bangalore,13.0832763,77.6423729,POINT (77.6423729 13.0832763)
Sanjana Supreme bangalore,12.8821041,77.6198368,POINT (77.6198368 12.8821041)
V Venture Essence bangalore,12.8921457,77.5902232,POINT (77.5902232 12.8921457)
Total Environment The Magic Faraway Tree Phase II bangalore,12.8596021,77.5298378,POINT (77.5298378 12.8596021)
SLV Diamond bangalore,13.0375445,77.63589259999999,POINT (77.63589259999999 13.0375445)
TooGoodHomes by Provident bangalore,13.0831589,77.6194189,POINT (77.6194189 13.0831589)
SLV Lakshmi Narayana Nilaya bangalore,12.997227,77.621871,POINT (77.621871 12.997227)
Chariot Windsor Castel bangalore,12.8595114,77.7685616,POINT (77.7685616 12.8595114)
Citrus Florence bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Dhiraan Newyork Meadows bangalore,12.7879805,77.7116203,POINT (77.71162030000001 12.7879805)
Inner Spaces Meadow In The Sun bangalore,12.8982134,77.6726237,POINT (77.6726237 12.8982134)
ND Around The Mangoes bangalore,12.9099636,77.60450949999999,POINT (77.60450949999999 12.9099636)
Amigo Estella bangalore,13.0608351,77.6330036,POINT (77.6330036 13.0608351)
SLV Magnum bangalore,12.9108838,77.62421280000001,POINT (77.62421280000001 12.9108838)
Navami Funique bangalore,12.8695931,77.6546046,POINT (77.6546046 12.8695931)
Bluejay Nine Forum bangalore,12.8645663,77.64013039999999,POINT (77.64013039999999 12.8645663)
Pionier Lifestyle bangalore,12.8728757,77.69595129999999,POINT (77.69595129999999 12.8728757)
Purva Midtown Residences bangalore,12.9996774,77.6663724,POINT (77.6663724 12.9996774)
Aratt Firenza bangalore,12.8291828,77.6619456,POINT (77.6619456 12.8291828)
Grand Duke Villas bangalore,12.7609104,77.6963918,POINT (77.6963918 12.7609104)
Sowmya Shailam bangalore,12.9437506,77.57375990000001,POINT (77.57375990000001 12.9437506)
A Peace Paramount bangalore,13.1141821,77.56665579999999,POINT (77.56665579999999 13.1141821)
Sobha Morzaria Grandeur Phase II bangalore,12.9339158,77.6019266,POINT (77.6019266 12.9339158)
Patel Smondoville bangalore,12.8219467,77.65774549999999,POINT (77.65774549999999 12.8219467)
Arsis Green Hills bangalore,13.019059,77.707093,POINT (77.707093 13.019059)
Purva Westend bangalore,12.89072,77.63837459999999,POINT (77.63837459999999 12.89072)
Maarq Alpha bangalore,12.9144324,77.70218369999999,POINT (77.70218369999999 12.9144324)
Patel Smondoville bangalore,12.8219467,77.65774549999999,POINT (77.65774549999999 12.8219467)
Pashmina Lagoon Residences bangalore,13.0754163,77.7242591,POINT (77.7242591 13.0754163)
Arsis Green Hills bangalore,13.019059,77.707093,POINT (77.707093 13.019059)
Columbia Belleza bangalore,12.8711086,77.5780753,POINT (77.57807529999999 12.8711086)
Bren Trillium bangalore,12.8661314,77.66641539999999,POINT (77.66641539999999 12.8661314)
Nitesh Caesars Palace bangalore,12.8776451,77.546492,POINT (77.546492 12.8776451)
Patel Smondo 2 bangalore,12.8217185,77.6598477,POINT (77.6598477 12.8217185)
Godrej Woodsman Estate bangalore,13.0544261,77.5960248,POINT (77.5960248 13.0544261)
Prestige Park Square bangalore,12.8469172,77.58784519999999,POINT (77.58784519999999 12.8469172)
VRR Nest bangalore,12.8639934,77.6629466,POINT (77.6629466 12.8639934)
Sizzle Gold Coast bangalore,13.0161167,77.6599252,POINT (77.6599252 13.0161167)
Sobha HRC Pristine bangalore,13.0679382,77.6059904,POINT (77.6059904 13.0679382)
Shoban Silver Domicile bangalore,13.0626596,77.62788309999999,POINT (77.62788309999999 13.0626596)
VBHC Palmhaven Phase II bangalore,12.8823501,77.47229659999999,POINT (77.47229659999999 12.8823501)
NCC Urban Green Province bangalore,12.866571,77.7720839,POINT (77.7720839 12.866571)
Incor Carmel Heights bangalore,12.9608801,77.74778549999999,POINT (77.74778549999999 12.9608801)
Hatha Coco Nest bangalore,12.9452912,77.67882329999999,POINT (77.67882329999999 12.9452912)
The Magic Faraway Tree bangalore,12.859542,77.5299544,POINT (77.52995439999999 12.859542)
Hiranandani Evita bangalore,12.8760537,77.6121874,POINT (77.6121874 12.8760537)
Midtown Raaga bangalore,13.0045009,77.7300865,POINT (77.7300865 13.0045009)
Ambika Arcade bangalore,13.236074,77.7267615,POINT (77.72676149999999 13.236074)
Bren Paddington bangalore,12.9184653,77.6758485,POINT (77.6758485 12.9184653)
Master Classic Residency bangalore,13.0925662,77.5998497,POINT (77.59984969999999 13.0925662)
Avanti by Shriline bangalore,12.7101547,77.7072491,POINT (77.7072491 12.7101547)
Purva Coronation Square bangalore,12.8953453,77.5795323,POINT (77.5795323 12.8953453)
Krishna Greens North Pride bangalore,13.270314,77.61911599999999,POINT (77.61911599999999 13.270314)
Adarsh Palm Retreat Mayberry bangalore,12.9164497,77.6942608,POINT (77.6942608 12.9164497)
Garuda Royal Homes bangalore,13.0151889,77.7057087,POINT (77.7057087 13.0151889)
Provident WelWorth City bangalore,13.2293032,77.5480973,POINT (77.54809729999999 13.2293032)
Adiga 100 trees bangalore,12.9185092,77.5940323,POINT (77.59403229999999 12.9185092)
Purva Coronation Square bangalore,12.8953453,77.5795323,POINT (77.5795323 12.8953453)
Nitesh Rio bangalore,12.8631579,77.535788,POINT (77.535788 12.8631579)
Urban Eco Space bangalore,12.8318138,77.79813899999999,POINT (77.79813899999999 12.8318138)
Adarsh Palm Retreat Mayberry bangalore,12.9164497,77.6942608,POINT (77.6942608 12.9164497)
Garuda Royal Homes bangalore,13.0151889,77.7057087,POINT (77.7057087 13.0151889)
Prestige Royal Garden 2 bangalore,13.1395085,77.57063950000001,POINT (77.57063950000001 13.1395085)
Godrej Reflections bangalore,12.9118913,77.668165,POINT (77.668165 12.9118913)
Prestige Kenilworth bangalore,12.9902606,77.5961311,POINT (77.59613109999999 12.9902606)
Adiga 100 trees bangalore,12.9185092,77.5940323,POINT (77.59403229999999 12.9185092)
Iconest 3 bangalore,12.8011407,77.6796032,POINT (77.6796032 12.8011407)
Disha Central Park bangalore,12.9376923,77.713246,POINT (77.713246 12.9376923)
Sumadhura Nandanam bangalore,12.9905248,77.7139077,POINT (77.71390769999999 12.9905248)
Purva Seasons bangalore,12.9878209,77.6668541,POINT (77.66685409999999 12.9878209)
Maarq Vista bangalore,13.410396,77.71509759999999,POINT (77.71509759999999 13.410396)
Icon Sanctuary bangalore,12.8554461,77.809677,POINT (77.80967699999999 12.8554461)
Adarsh Pinecourt bangalore,13.0837992,77.66192149999999,POINT (77.66192149999999 13.0837992)
Ajmera Nucleus bangalore,12.851016,77.6807465,POINT (77.6807465 12.851016)
Whitestone Florenso bangalore,13.059249,77.762768,POINT (77.76276799999999 13.059249)
Unicon North Brooks 46 bangalore,13.1042012,77.5561585,POINT (77.5561585 13.1042012)
KBR Elite bangalore,13.048417,77.60612789999999,POINT (77.60612789999999 13.048417)
CMRS Mulberry Mist bangalore,12.9450837,77.7524506,POINT (77.7524506 12.9450837)
Brigade Orchards Juniper bangalore,13.2264186,77.723767,POINT (77.723767 13.2264186)
Ramky One North bangalore,13.1361505,77.5706196,POINT (77.5706196 13.1361505)
Icon Laurels bangalore,12.7998369,77.6793722,POINT (77.6793722 12.7998369)
Ambika Anjanadri Layout bangalore,13.0027226,77.6612167,POINT (77.6612167 13.0027226)
Fortuna Acacia bangalore,13.0698679,77.58699580000001,POINT (77.58699580000001 13.0698679)
G Corp Residences bangalore,12.9303569,77.63659729999999,POINT (77.63659729999999 12.9303569)
Arya Hamsa bangalore,12.8599997,77.5745195,POINT (77.57451949999999 12.8599997)
Northern Destiny bangalore,13.1000006,77.63371990000002,POINT (77.63371990000002 13.1000006)
Bren Palms bangalore,12.8911424,77.6447601,POINT (77.6447601 12.8911424)
Roma Epicurean bangalore,12.9671,77.7347721,POINT (77.7347721 12.9671)
CMRS Mulberry Mist bangalore,12.9450837,77.7524506,POINT (77.7524506 12.9450837)
Manar Pureearth bangalore,12.8667734,77.78723459999999,POINT (77.78723459999999 12.8667734)
Adarsh Premia bangalore,12.920315,77.5616,POINT (77.5616 12.920315)
VRR Fortuna bangalore,12.9048311,77.70290810000002,POINT (77.70290810000002 12.9048311)
Gina Shalom bangalore,13.0184845,77.70791849999999,POINT (77.70791849999999 13.0184845)
Alembic Urban Forest bangalore,12.9853338,77.76096770000001,POINT (77.76096770000001 12.9853338)
Northern Destiny bangalore,13.1000006,77.63371990000002,POINT (77.63371990000002 13.1000006)
Bren Palms bangalore,12.8911424,77.6447601,POINT (77.6447601 12.8911424)
TG Epitome bangalore,12.8671517,77.6898081,POINT (77.68980809999999 12.8671517)
Ambiience Aamby City bangalore,13.1319198,77.81879239999999,POINT (77.81879239999999 13.1319198)
NVT Arcot Vaksana bangalore,12.8536467,77.7840279,POINT (77.7840279 12.8536467)
Uniidus Breeze bangalore,12.944991,77.711179,POINT (77.711179 12.944991)
Marvel Sequoia bangalore,12.9853863,77.7591065,POINT (77.7591065 12.9853863)
Raja Aristos bangalore,12.8639286,77.5981177,POINT (77.5981177 12.8639286)
Swathi Magnolia bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
LGCL Happy Days bangalore,13.0764068,77.66594429999999,POINT (77.66594429999999 13.0764068)
Reliaable Dollar Colony Phase II bangalore,12.8608338,77.6734677,POINT (77.6734677 12.8608338)
Skylark Dasos bangalore,13.062335,77.665454,POINT (77.665454 13.062335)
Aswani Sunshine bangalore,12.8350619,77.7735794,POINT (77.7735794 12.8350619)
Vaswani Menlo Park bangalore,12.9492007,77.717493,POINT (77.717493 12.9492007)
SNN Raj GreenBay bangalore,12.852932,77.67846899999999,POINT (77.67846899999999 12.852932)
Zed Earth bangalore,13.0054998,77.5782716,POINT (77.57827159999999 13.0054998)
Kolte Patil 24K Grazio bangalore,12.9246763,77.6308584,POINT (77.63085839999999 12.9246763)
Godrej E-City bangalore,12.8534247,77.65302580000001,POINT (77.65302580000001 12.8534247)
Embassy Pristine bangalore,12.9280203,77.6609868,POINT (77.6609868 12.9280203)
The Presidential Tower bangalore,13.0265663,77.5451712,POINT (77.5451712 13.0265663)
SBI New Bangalore bangalore,12.8762164,77.6164271,POINT (77.6164271 12.8762164)
Niranjan Genesis bangalore,12.8650822,77.6232727,POINT (77.6232727 12.8650822)
Mahaveer Sitara bangalore,12.8937,77.5866427,POINT (77.5866427 12.8937)
Prestige Silver Sun bangalore,12.9241916,77.6961269,POINT (77.6961269 12.9241916)
Niranjan Genesis bangalore,12.8650822,77.6232727,POINT (77.6232727 12.8650822)
The Presidential Tower bangalore,13.0265663,77.5451712,POINT (77.5451712 13.0265663)
Indio Classic bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Chethana Heritage bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
SBI New Bangalore bangalore,12.8762164,77.6164271,POINT (77.6164271 12.8762164)
Motzkin Park Terrace bangalore,12.8277163,77.77764979999999,POINT (77.77764979999999 12.8277163)
Skylark Royaume bangalore,12.8661023,77.66587799999999,POINT (77.66587799999999 12.8661023)
Brigade Northridge - Phase 1 bangalore,13.1012353,77.630922,POINT (77.630922 13.1012353)
LGCL Stonescape bangalore,13.0793738,77.6625359,POINT (77.66253589999999 13.0793738)
Pioneer Sun Blossom bangalore,12.8348947,77.648506,POINT (77.648506 12.8348947)
Salarpuria Sattva Magnificia bangalore,12.9962293,77.6689762,POINT (77.6689762 12.9962293)
Sai Purvi Symphony bangalore,12.9194265,77.736761,POINT (77.736761 12.9194265)
S2 Homes Butterfly Gardens bangalore,12.7671408,77.6316248,POINT (77.6316248 12.7671408)
HM Indigo bangalore,12.8730577,77.5714702,POINT (77.57147019999999 12.8730577)
Radiant Lake View bangalore,13.0320876,77.7210642,POINT (77.7210642 13.0320876)
Asset Aura bangalore,12.921249,77.72203800000001,POINT (77.72203800000001 12.921249)
Nambiar Bellezea bangalore,12.8423459,77.727032,POINT (77.72703199999999 12.8423459)
Salarpuria Sattva Casa Irene bangalore,12.8646922,77.5911405,POINT (77.59114049999999 12.8646922)
Fire Luxur The Empyrean Phase II bangalore,12.9048299,77.8677685,POINT (77.8677685 12.9048299)
SNN Raj Serenity bangalore,12.8589085,77.613768,POINT (77.61376799999999 12.8589085)
Atco Sapphire bangalore,12.8606884,77.7767483,POINT (77.77674829999999 12.8606884)
Rsun Sushmitham bangalore,12.9890574,77.7659146,POINT (77.7659146 12.9890574)
Peace Rhythm bangalore,12.9500313,77.4978003,POINT (77.49780029999999 12.9500313)
